gc.content	chr.arm
chr12_128450000	44.22363636	chr12
chr12_128500000	45.45454545	chr12
chr12_128550000	46.56727273	chr12
chr12_128600000	46.09636364	chr12
chr12_128650000	45.92909091	chr12
chr12_128700000	45.92	chr12
chr12_128750000	47.28363636	chr12
chr12_128800000	46.78545455	chr12
chr12_128850000	45.81272727	chr12
chr12_128900000	43.92545455	chr12
chr12_128950000	47.83090909	chr12
chr12_129000000	45.41454545	chr12
chr12_129050000	46.41090909	chr12
chr12_129100000	43.67272727	chr12
chr12_129150000	44.08909091	chr12
chr12_129200000	41.54545455	chr12
chr12_129250000	42.48545455	chr12
chr12_129300000	42.02181818	chr12
chr12_129350000	41.89090909	chr12
chr12_129400000	41.64909091	chr12
chr12_129450000	42.84181818	chr12
chr12_129500000	41.17090909	chr12
chr12_129550000	41.72727273	chr12
chr12_129600000	42.32363636	chr12
chr12_129650000	40.94727273	chr12
chr12_129700000	43.19454545	chr12
chr12_129750000	43.67090909	chr12
chr12_129800000	43.26363636	chr12
chr12_129850000	43.55454545	chr12
chr12_129900000	45.46727273	chr12
chr12_129950000	42.85454545	chr12
chr12_130000000	47.56181818	chr12
chr12_130050000	48.63272727	chr12
chr12_130100000	49.89090909	chr12
chr12_130150000	47.95636364	chr12
chr12_130200000	44.93454545	chr12
chr12_130250000	43.98909091	chr12
chr12_130300000	43.98	chr12
chr12_130350000	41.88545455	chr12
chr12_130400000	48.64545455	chr12
chr12_130450000	53.22181818	chr12
chr12_130500000	46.80909091	chr12
chr12_130550000	46.29090909	chr12
chr12_130600000	47.35818182	chr12
chr12_130650000	49.99272727	chr12
chr12_130700000	47.46545455	chr12
chr12_130750000	48.01454545	chr12
chr12_130800000	45.64545455	chr12
chr12_130850000	46.51454545	chr12
chr12_130900000	43.62181818	chr12
chr12_130950000	48.02181818	chr12
chr12_131000000	55.35454545	chr12
chr12_131050000	51.53272727	chr12
chr12_131100000	50.89818182	chr12
chr12_131150000	44.39272727	chr12
chr12_131200000	52.46181818	chr12
chr12_131250000	54.53090909	chr12
chr12_131300000	49.29272727	chr12
chr12_131350000	51.98727273	chr12
chr12_131400000	51.47636364	chr12
chr12_131450000	48.96909091	chr12
chr12_131500000	46.56181818	chr12
chr12_131550000	51.38545455	chr12
chr12_131600000	53.54	chr12
chr12_131650000	51.63272727	chr12
chr12_131700000	45.42909091	chr12
chr12_131750000	48.07454545	chr12
chr12_131800000	55.26363636	chr12
chr12_131850000	54.29636364	chr12
chr12_131900000	57.45090909	chr12
chr12_131950000	45.62909091	chr12
chr12_132000000	47.58909091	chr12
chr12_132050000	47.89272727	chr12
chr12_132100000	53.52545455	chr12
chr12_132150000	58.27818182	chr12
chr12_132200000	58.60242727	chr12
chr12_132250000	57.36181818	chr12
chr12_132300000	58.02727273	chr12
chr12_132350000	56.82181818	chr12
chr12_132400000	59.95636364	chr12
chr12_132450000	59.91454545	chr12
chr12_132500000	62.53818182	chr12
chr12_132550000	61.34909091	chr12
chr12_132600000	54.70545455	chr12
chr12_132650000	50.36909091	chr12
chr12_132700000	51.88909091	chr12
chr12_132750000	53.72363636	chr12
chr12_132800000	52.16181818	chr12
chr12_132850000	49.73636364	chr12
chr12_132900000	45.53090909	chr12
chr12_132950000	45.62	chr12
chr12_133000000	42.30545455	chr12
chr12_133050000	41.12363636	chr12
chr12_133100000	40.3	chr12
chr12_133150000	40.93454545	chr12
chr12_133200000	46.55454545	chr12
chr12_133250000	40.09697074	chr12
chr13_0	0	chr13
chr13_50000	0	chr13
chr13_100000	0	chr13
chr13_150000	0	chr13
chr13_200000	0	chr13
chr13_250000	0	chr13
chr13_300000	0	chr13
chr13_350000	0	chr13
chr13_400000	0	chr13
chr13_450000	0	chr13
chr13_500000	0	chr13
chr13_550000	0	chr13
chr13_600000	0	chr13
chr13_650000	0	chr13
chr13_700000	0	chr13
chr13_750000	0	chr13
chr13_800000	0	chr13
chr13_850000	0	chr13
chr13_900000	0	chr13
chr13_950000	0	chr13
chr13_1000000	0	chr13
chr13_1050000	0	chr13
chr13_1100000	0	chr13
chr13_1150000	0	chr13
chr13_1200000	0	chr13
chr13_1250000	0	chr13
chr13_1300000	0	chr13
chr13_1350000	0	chr13
chr13_1400000	0	chr13
chr13_1450000	0	chr13
chr13_1500000	0	chr13
chr13_1550000	0	chr13
chr13_1600000	0	chr13
chr13_1650000	0	chr13
chr13_1700000	0	chr13
chr13_1750000	0	chr13
chr13_1800000	0	chr13
chr13_1850000	0	chr13
chr13_1900000	0	chr13
chr13_1950000	0	chr13
chr13_2000000	0	chr13
chr13_2050000	0	chr13
chr13_2100000	0	chr13
chr13_2150000	0	chr13
chr13_2200000	0	chr13
chr13_2250000	0	chr13
chr13_2300000	0	chr13
chr13_2350000	0	chr13
chr13_2400000	0	chr13
chr13_2450000	0	chr13
chr13_2500000	0	chr13
chr13_2550000	0	chr13
chr13_2600000	0	chr13
chr13_2650000	0	chr13
chr13_2700000	0	chr13
chr13_2750000	0	chr13
chr13_2800000	0	chr13
chr13_2850000	0	chr13
chr13_2900000	0	chr13
chr13_2950000	0	chr13
chr13_3000000	0	chr13
chr13_3050000	0	chr13
chr13_3100000	0	chr13
chr13_3150000	0	chr13
chr13_3200000	0	chr13
chr13_3250000	0	chr13
chr13_3300000	0	chr13
chr13_3350000	0	chr13
chr13_3400000	0	chr13
chr13_3450000	0	chr13
chr13_3500000	0	chr13
chr13_3550000	0	chr13
chr13_3600000	0	chr13
chr13_3650000	0	chr13
chr13_3700000	0	chr13
chr13_3750000	0	chr13
chr13_3800000	0	chr13
chr13_3850000	0	chr13
chr13_3900000	0	chr13
chr13_3950000	0	chr13
chr13_4000000	0	chr13
chr13_4050000	0	chr13
chr13_4100000	0	chr13
chr13_4150000	0	chr13
chr13_4200000	0	chr13
chr13_4250000	0	chr13
chr13_4300000	0	chr13
chr13_4350000	0	chr13
chr13_4400000	0	chr13
chr13_4450000	0	chr13
chr13_4500000	0	chr13
chr13_4550000	0	chr13
chr13_4600000	0	chr13
chr13_4650000	0	chr13
chr13_4700000	0	chr13
chr13_4750000	0	chr13
chr13_4800000	0	chr13
chr13_4850000	0	chr13
chr13_4900000	0	chr13
chr13_4950000	0	chr13
chr13_5000000	0	chr13
chr13_5050000	0	chr13
chr13_5100000	0	chr13
chr13_5150000	0	chr13
chr13_5200000	0	chr13
chr13_5250000	0	chr13
chr13_5300000	0	chr13
chr13_5350000	0	chr13
chr13_5400000	0	chr13
chr13_5450000	0	chr13
chr13_5500000	0	chr13
chr13_5550000	0	chr13
chr13_5600000	0	chr13
chr13_5650000	0	chr13
chr13_5700000	0	chr13
chr13_5750000	0	chr13
chr13_5800000	0	chr13
chr13_5850000	0	chr13
chr13_5900000	0	chr13
chr13_5950000	0	chr13
chr13_6000000	0	chr13
chr13_6050000	0	chr13
chr13_6100000	0	chr13
chr13_6150000	0	chr13
chr13_6200000	0	chr13
chr13_6250000	0	chr13
chr13_6300000	0	chr13
chr13_6350000	0	chr13
chr13_6400000	0	chr13
chr13_6450000	0	chr13
chr13_6500000	0	chr13
chr13_6550000	0	chr13
chr13_6600000	0	chr13
chr13_6650000	0	chr13
chr13_6700000	0	chr13
chr13_6750000	0	chr13
chr13_6800000	0	chr13
chr13_6850000	0	chr13
chr13_6900000	0	chr13
chr13_6950000	0	chr13
chr13_7000000	0	chr13
chr13_7050000	0	chr13
chr13_7100000	0	chr13
chr13_7150000	0	chr13
chr13_7200000	0	chr13
chr13_7250000	0	chr13
chr13_7300000	0	chr13
chr13_7350000	0	chr13
chr13_7400000	0	chr13
chr13_7450000	0	chr13
chr13_7500000	0	chr13
chr13_7550000	0	chr13
chr13_7600000	0	chr13
chr13_7650000	0	chr13
chr13_7700000	0	chr13
chr13_7750000	0	chr13
chr13_7800000	0	chr13
chr13_7850000	0	chr13
chr13_7900000	0	chr13
chr13_7950000	0	chr13
chr13_8000000	0	chr13
chr13_8050000	0	chr13
chr13_8100000	0	chr13
chr13_8150000	0	chr13
chr13_8200000	0	chr13
chr13_8250000	0	chr13
chr13_8300000	0	chr13
chr13_8350000	0	chr13
chr13_8400000	0	chr13
chr13_8450000	0	chr13
chr13_8500000	0	chr13
chr13_8550000	0	chr13
chr13_8600000	0	chr13
chr13_8650000	0	chr13
chr13_8700000	0	chr13
chr13_8750000	0	chr13
chr13_8800000	0	chr13
chr13_8850000	0	chr13
chr13_8900000	0	chr13
chr13_8950000	0	chr13
chr13_9000000	0	chr13
chr13_9050000	0	chr13
chr13_9100000	0	chr13
chr13_9150000	0	chr13
chr13_9200000	0	chr13
chr13_9250000	0	chr13
chr13_9300000	0	chr13
chr13_9350000	0	chr13
chr13_9400000	0	chr13
chr13_9450000	0	chr13
chr13_9500000	0	chr13
chr13_9550000	0	chr13
chr13_9600000	0	chr13
chr13_9650000	0	chr13
chr13_9700000	0	chr13
chr13_9750000	0	chr13
chr13_9800000	0	chr13
chr13_9850000	0	chr13
chr13_9900000	0	chr13
chr13_9950000	0	chr13
chr13_10000000	0	chr13
chr13_10050000	0	chr13
chr13_10100000	0	chr13
chr13_10150000	0	chr13
chr13_10200000	0	chr13
chr13_10250000	0	chr13
chr13_10300000	0	chr13
chr13_10350000	0	chr13
chr13_10400000	0	chr13
chr13_10450000	0	chr13
chr13_10500000	0	chr13
chr13_10550000	0	chr13
chr13_10600000	0	chr13
chr13_10650000	0	chr13
chr13_10700000	0	chr13
chr13_10750000	0	chr13
chr13_10800000	0	chr13
chr13_10850000	0	chr13
chr13_10900000	0	chr13
chr13_10950000	0	chr13
chr13_11000000	0	chr13
chr13_11050000	0	chr13
chr13_11100000	0	chr13
chr13_11150000	0	chr13
chr13_11200000	0	chr13
chr13_11250000	0	chr13
chr13_11300000	0	chr13
chr13_11350000	0	chr13
chr13_11400000	0	chr13
chr13_11450000	0	chr13
chr13_11500000	0	chr13
chr13_11550000	0	chr13
chr13_11600000	0	chr13
chr13_11650000	0	chr13
chr13_11700000	0	chr13
chr13_11750000	0	chr13
chr13_11800000	0	chr13
chr13_11850000	0	chr13
chr13_11900000	0	chr13
chr13_11950000	0	chr13
chr13_12000000	0	chr13
chr13_12050000	0	chr13
chr13_12100000	0	chr13
chr13_12150000	0	chr13
chr13_12200000	0	chr13
chr13_12250000	0	chr13
chr13_12300000	0	chr13
chr13_12350000	0	chr13
chr13_12400000	0	chr13
chr13_12450000	0	chr13
chr13_12500000	0	chr13
chr13_12550000	0	chr13
chr13_12600000	0	chr13
chr13_12650000	0	chr13
chr13_12700000	0	chr13
chr13_12750000	0	chr13
chr13_12800000	0	chr13
chr13_12850000	0	chr13
chr13_12900000	0	chr13
chr13_12950000	0	chr13
chr13_13000000	0	chr13
chr13_13050000	0	chr13
chr13_13100000	0	chr13
chr13_13150000	0	chr13
chr13_13200000	0	chr13
chr13_13250000	0	chr13
chr13_13300000	0	chr13
chr13_13350000	0	chr13
chr13_13400000	0	chr13
chr13_13450000	0	chr13
chr13_13500000	0	chr13
chr13_13550000	0	chr13
chr13_13600000	0	chr13
chr13_13650000	0	chr13
chr13_13700000	0	chr13
chr13_13750000	0	chr13
chr13_13800000	0	chr13
chr13_13850000	0	chr13
chr13_13900000	0	chr13
chr13_13950000	0	chr13
chr13_14000000	0	chr13
chr13_14050000	0	chr13
chr13_14100000	0	chr13
chr13_14150000	0	chr13
chr13_14200000	0	chr13
chr13_14250000	0	chr13
chr13_14300000	0	chr13
chr13_14350000	0	chr13
chr13_14400000	0	chr13
chr13_14450000	0	chr13
chr13_14500000	0	chr13
chr13_14550000	0	chr13
chr13_14600000	0	chr13
chr13_14650000	0	chr13
chr13_14700000	0	chr13
chr13_14750000	0	chr13
chr13_14800000	0	chr13
chr13_14850000	0	chr13
chr13_14900000	0	chr13
chr13_14950000	0	chr13
chr13_15000000	0	chr13
chr13_15050000	0	chr13
chr13_15100000	0	chr13
chr13_15150000	0	chr13
chr13_15200000	0	chr13
chr13_15250000	0	chr13
chr13_15300000	0	chr13
chr13_15350000	0	chr13
chr13_15400000	0	chr13
chr13_15450000	0	chr13
chr13_15500000	0	chr13
chr13_15550000	0	chr13
chr13_15600000	0	chr13
chr13_15650000	0	chr13
chr13_15700000	0	chr13
chr13_15750000	0	chr13
chr13_15800000	0	chr13
chr13_15850000	0	chr13
chr13_15900000	0	chr13
chr13_15950000	0	chr13
chr13_16000000	36.42033	chr13
chr13_16050000	36.53818182	chr13
chr13_16100000	37.68227273	chr13
chr13_16150000	37.15788182	chr13
chr13_16200000	37.22667273	chr13
chr13_16250000	37.72606364	chr13
chr13_16300000	38.72727273	chr13
chr13_16350000	38.82363636	chr13
chr13_16400000	38.87272727	chr13
chr13_16450000	38.78909091	chr13
chr13_16500000	38.88363636	chr13
chr13_16550000	38.92363636	chr13
chr13_16600000	38.78909091	chr13
chr13_16650000	38.83818182	chr13
chr13_16700000	38.90363636	chr13
chr13_16750000	38.86181818	chr13
chr13_16800000	38.83090909	chr13
chr13_16850000	38.85636364	chr13
chr13_16900000	38.82	chr13
chr13_16950000	38.89272727	chr13
chr13_17000000	38.78909091	chr13
chr13_17050000	38.87818182	chr13
chr13_17100000	38.91272727	chr13
chr13_17150000	38.78545455	chr13
chr13_17200000	38.88363636	chr13
chr13_17250000	38.85090909	chr13
chr13_17300000	38.78	chr13
chr13_17350000	38.89272727	chr13
chr13_17400000	38.53302727	chr13
chr13_17450000	38.44909091	chr13
chr13_17500000	38.46181818	chr13
chr13_17550000	38.53636364	chr13
chr13_17600000	38.62727273	chr13
chr13_17650000	38.65090909	chr13
chr13_17700000	38.68727273	chr13
chr13_17750000	38.59818182	chr13
chr13_17800000	38.59090909	chr13
chr13_17850000	38.69818182	chr13
chr13_17900000	38.73818182	chr13
chr13_17950000	38.65818182	chr13
chr13_18000000	38.68363636	chr13
chr13_18050000	36.08165	chr13
chr13_18100000	33.5833	chr13
chr13_18150000	40.19388333	chr13
chr13_18200000	44.22	chr13
chr13_18250000	51.88	chr13
chr13_18300000	40.97090909	chr13
chr13_18350000	39.85833333	chr13
chr13_18400000	37.915	chr13
chr13_18450000	37.09090909	chr13
chr13_18500000	37.83818182	chr13
chr13_18550000	38.13818182	chr13
chr13_18600000	44.42909091	chr13
chr13_18650000	41.58	chr13
chr13_18700000	43.72363636	chr13
chr13_18750000	46.56909091	chr13
chr13_18800000	40.01818182	chr13
chr13_18850000	39.18363636	chr13
chr13_18900000	39.78363636	chr13
chr13_18950000	47.60363636	chr13
chr13_19000000	41.07454545	chr13
chr13_19050000	47.64	chr13
chr13_19100000	41.52181818	chr13
chr13_19150000	48.90545455	chr13
chr13_19200000	39.87272727	chr13
chr13_19250000	37.24909091	chr13
chr13_19300000	37.95636364	chr13
chr13_19350000	43.22727273	chr13
chr13_19400000	39.87636364	chr13
chr13_19450000	38.27090909	chr13
chr13_19500000	39.10181818	chr13
chr13_19550000	42.20909091	chr13
chr13_19600000	43.27272727	chr13
chr13_19650000	40.60181818	chr13
chr13_19700000	37.56545455	chr13
chr13_19750000	45.72363636	chr13
chr13_19800000	43.58363636	chr13
chr13_19850000	43.32727273	chr13
chr13_19900000	42.13090909	chr13
chr13_19950000	40.43454545	chr13
chr13_20000000	36.98909091	chr13
chr13_20050000	37.04545455	chr13
chr13_20100000	47.54545455	chr13
chr13_20150000	45.57454545	chr13
chr13_20200000	43.56363636	chr13
chr13_20250000	43.40545455	chr13
chr13_20300000	44.14545455	chr13
chr13_20350000	46.09636364	chr13
chr13_20400000	46.12	chr13
chr13_20450000	42.85272727	chr13
chr13_20500000	43.74727273	chr13
chr13_20550000	40.11272727	chr13
chr13_20600000	38.60545455	chr13
chr13_20650000	39.69090909	chr13
chr13_20700000	47.02181818	chr13
chr13_20750000	39.60363636	chr13
chr13_20800000	36.94727273	chr13
chr13_20850000	39.07818182	chr13
chr13_20900000	44.74	chr13
chr13_20950000	45.99272727	chr13
chr13_21000000	44.79636364	chr13
chr13_21050000	44.76181818	chr13
chr13_21100000	44.72	chr13
chr13_21150000	42.74545455	chr13
chr13_21200000	42.84727273	chr13
chr13_21250000	39.88363636	chr13
chr13_21300000	45.90545455	chr13
chr13_21350000	43	chr13
chr13_21400000	39.83272727	chr13
chr13_21450000	42.82181818	chr13
chr13_21500000	37.90545455	chr13
chr13_21550000	38.44909091	chr13
chr13_21600000	40.95454545	chr13
chr13_21650000	43.00545455	chr13
chr13_21700000	41.36363636	chr13
chr13_21750000	41.72909091	chr13
chr13_21800000	42.03090909	chr13
chr13_21850000	42.65272727	chr13
chr13_21900000	45.84727273	chr13
chr13_21950000	43.64363636	chr13
chr13_22000000	39.45818182	chr13
chr13_22050000	42.39818182	chr13
chr13_22100000	41.79272727	chr13
chr13_22150000	38.03272727	chr13
chr13_22200000	43.52363636	chr13
chr13_22250000	38.7	chr13
chr13_22300000	38.32181818	chr13
chr13_22350000	37.29818182	chr13
chr13_22400000	35.86	chr13
chr13_22450000	39.07272727	chr13
chr13_22500000	36.50727273	chr13
chr13_22550000	37.68181818	chr13
chr13_22600000	37.08	chr13
chr13_22650000	37.99454545	chr13
chr13_22700000	39.42545455	chr13
chr13_22750000	38.13818182	chr13
chr13_22800000	38.24545455	chr13
chr13_22850000	40.56	chr13
chr13_22900000	44.68727273	chr13
chr13_22950000	46.10909091	chr13
chr13_23000000	38.00181818	chr13
chr13_23050000	40.02181818	chr13
chr13_23100000	40.76	chr13
chr13_23150000	40.27454545	chr13
chr13_23200000	38.23454545	chr13
chr13_23250000	39.52909091	chr13
chr13_23300000	38.59818182	chr13
chr13_23350000	41.8	chr13
chr13_23400000	42.23454545	chr13
chr13_23450000	41.62	chr13
chr13_23500000	42.14181818	chr13
chr13_23550000	41.29818182	chr13
chr13_23600000	39.81454545	chr13
chr13_23650000	41.62545455	chr13
chr13_23700000	43.62	chr13
chr13_23750000	41.12	chr13
chr13_23800000	39.02545455	chr13
chr13_23850000	40.30727273	chr13
chr13_23900000	40.34363636	chr13
chr13_23950000	45.20181818	chr13
chr13_24000000	44.02545455	chr13
chr13_24050000	44.17818182	chr13
chr13_24100000	44.66909091	chr13
chr13_24150000	42.60727273	chr13
chr13_24200000	43.27636364	chr13
chr13_24250000	45.86363636	chr13
chr13_24300000	44.64181818	chr13
chr13_24350000	47.59454545	chr13
chr13_24400000	39.90181818	chr13
chr13_24450000	42.96181818	chr13
chr13_24500000	41.44545455	chr13
chr13_24550000	39.49636364	chr13
chr13_24600000	45.60727273	chr13
chr13_24650000	47.01090909	chr13
chr13_24700000	47.74909091	chr13
chr13_24750000	38.57636364	chr13
chr13_24800000	38.33272727	chr13
chr13_24850000	39.74181818	chr13
chr13_24900000	41.23272727	chr13
chr13_24950000	41.21636364	chr13
chr13_25000000	43.59454545	chr13
chr13_25050000	41.80363636	chr13
chr13_25100000	41.67272727	chr13
chr13_25150000	43.99090909	chr13
chr13_25200000	43.74363636	chr13
chr13_25250000	38.43454545	chr13
chr13_25300000	37.05818182	chr13
chr13_25350000	43.32	chr13
chr13_25400000	42.56545455	chr13
chr13_25450000	43.34727273	chr13
chr13_25500000	40.97272727	chr13
chr13_25550000	40.21272727	chr13
chr13_25600000	39.13090909	chr13
chr13_25650000	40.89272727	chr13
chr13_25700000	40.80363636	chr13
chr13_25750000	41.43272727	chr13
chr13_25800000	40.07818182	chr13
chr13_25850000	42.96	chr13
chr13_25900000	44.48181818	chr13
chr13_25950000	42.79818182	chr13
chr13_26000000	43.83818182	chr13
chr13_26050000	41.98363636	chr13
chr13_26100000	40.79090909	chr13
chr13_26150000	40.85090909	chr13
chr13_26200000	40.84909091	chr13
chr13_26250000	38.31454545	chr13
chr13_26300000	37.14727273	chr13
chr13_26350000	35.93818182	chr13
chr13_26400000	40.25454545	chr13
chr13_26450000	44.98909091	chr13
chr13_26500000	43.94727273	chr13
chr13_26550000	39.73818182	chr13
chr13_26600000	40.16363636	chr13
chr13_26650000	41.57272727	chr13
chr13_26700000	44.86545455	chr13
chr13_26750000	44.00909091	chr13
chr13_26800000	43.69818182	chr13
chr13_26850000	44.55818182	chr13
chr13_26900000	46.01454545	chr13
chr13_26950000	48.38909091	chr13
chr13_27000000	45.98545455	chr13
chr13_27050000	40.15454545	chr13
chr13_27100000	38.85818182	chr13
chr13_27150000	41.59272727	chr13
chr13_27200000	41.99636364	chr13
chr13_27250000	44.74545455	chr13
chr13_27300000	44.42909091	chr13
chr13_27350000	46.33636364	chr13
chr13_27400000	44.48363636	chr13
chr13_27450000	44.26909091	chr13
chr13_27500000	43.18	chr13
chr13_27550000	36.92181818	chr13
chr13_27600000	39.16545455	chr13
chr13_27650000	38.60545455	chr13
chr13_27700000	42.25454545	chr13
chr13_27750000	46.52363636	chr13
chr13_27800000	45.64181818	chr13
chr13_27850000	40.40909091	chr13
chr13_27900000	44.95454545	chr13
chr13_27950000	48.18909091	chr13
chr13_28000000	43.90181818	chr13
chr13_28050000	42.53454545	chr13
chr13_28100000	43.66545455	chr13
chr13_28150000	38.64	chr13
chr13_28200000	35.73818182	chr13
chr13_28250000	37.12909091	chr13
chr13_28300000	44.79454545	chr13
chr13_28350000	40.41818182	chr13
chr13_28400000	39.95090909	chr13
chr13_28450000	41.79090909	chr13
chr13_28500000	43.27090909	chr13
chr13_28550000	44.36909091	chr13
chr13_28600000	42.04363636	chr13
chr13_28650000	39.08	chr13
chr13_28700000	41.76909091	chr13
chr13_28750000	42.50363636	chr13
chr13_28800000	41.49636364	chr13
chr13_28850000	40.84181818	chr13
chr13_28900000	38.58909091	chr13
chr13_28950000	40.09636364	chr13
chr13_29000000	41.76909091	chr13
chr13_29050000	39.64909091	chr13
chr13_29100000	39.19272727	chr13
chr13_29150000	38.65272727	chr13
chr13_29200000	40.14181818	chr13
chr13_29250000	40.60545455	chr13
chr13_29300000	41.06727273	chr13
chr13_29350000	42.00909091	chr13
chr13_29400000	40.91090909	chr13
chr13_29450000	44.64181818	chr13
chr13_29500000	49.1	chr13
chr13_29550000	46.43636364	chr13
chr13_29600000	39.61454545	chr13
chr13_29650000	40.59454545	chr13
chr13_29700000	44.21636364	chr13
chr13_29750000	37.19454545	chr13
chr13_29800000	37.45454545	chr13
chr13_29850000	41.59090909	chr13
chr13_29900000	43.97272727	chr13
chr13_29950000	43.47272727	chr13
chr13_30000000	44.75454545	chr13
chr13_30050000	42.57090909	chr13
chr13_30100000	47.30909091	chr13
chr13_30150000	45.19818182	chr13
chr13_30200000	37.59272727	chr13
chr13_30250000	38.66909091	chr13
chr13_30300000	41.86727273	chr13
chr13_30350000	44.83818182	chr13
chr13_30400000	44.59454545	chr13
chr13_30450000	43.34181818	chr13
chr13_30500000	43.58181818	chr13
chr13_30550000	40.07636364	chr13
chr13_30600000	39.38363636	chr13
chr13_30650000	42.52909091	chr13
chr13_30700000	45.13272727	chr13
chr13_30750000	45.66545455	chr13
chr13_30800000	47.12727273	chr13
chr13_30850000	44.75818182	chr13
chr13_30900000	42.91090909	chr13
chr13_30950000	41.41636364	chr13
chr13_31000000	45.64545455	chr13
chr13_31050000	44.94727273	chr13
chr13_31100000	42.76	chr13
chr13_31150000	42.96	chr13
chr13_31200000	42.61090909	chr13
chr13_31250000	39.43090909	chr13
chr13_31300000	41.76545455	chr13
chr13_31350000	42.44181818	chr13
chr13_31400000	39.84	chr13
chr13_31450000	37.47272727	chr13
chr13_31500000	38.59454545	chr13
chr13_31550000	39.09636364	chr13
chr13_31600000	39.19818182	chr13
chr13_31650000	38.69454545	chr13
chr13_31700000	37.49636364	chr13
chr13_31750000	39.49636364	chr13
chr13_31800000	40.09636364	chr13
chr13_31850000	40.17818182	chr13
chr13_31900000	39.16	chr13
chr13_31950000	40.51818182	chr13
chr13_32000000	40.74	chr13
chr13_32050000	38.68181818	chr13
chr13_32100000	37.88727273	chr13
chr13_32150000	37.51272727	chr13
chr13_32200000	40.46181818	chr13
chr13_32250000	40.20181818	chr13
chr13_32300000	38.72181818	chr13
chr13_32350000	38.92727273	chr13
chr13_32400000	41.44	chr13
chr13_32450000	40.13272727	chr13
chr13_32500000	38.08545455	chr13
chr13_32550000	40.66909091	chr13
chr13_32600000	38.17272727	chr13
chr13_32650000	34.74727273	chr13
chr13_32700000	36.74545455	chr13
chr13_32750000	36.36545455	chr13
chr13_32800000	42.18545455	chr13
chr13_32850000	42.26545455	chr13
chr13_32900000	41.15272727	chr13
chr13_32950000	41.74181818	chr13
chr13_33000000	40.48909091	chr13
chr13_33050000	40.45090909	chr13
chr13_33100000	42.00727273	chr13
chr13_33150000	40.30363636	chr13
chr13_33200000	40.89636364	chr13
chr13_33250000	40.46	chr13
chr13_33300000	40.25090909	chr13
chr13_33350000	41.36545455	chr13
chr13_33400000	38.16545455	chr13
chr13_33450000	37.23454545	chr13
chr13_33500000	37.12181818	chr13
chr13_33550000	35.99454545	chr13
chr13_33600000	40.16181818	chr13
chr13_33650000	40.59454545	chr13
chr13_33700000	39.29090909	chr13
chr13_33750000	38.54727273	chr13
chr13_33800000	36.95090909	chr13
chr13_33850000	38.50181818	chr13
chr13_33900000	37.21636364	chr13
chr13_33950000	38.64909091	chr13
chr13_34000000	39.11636364	chr13
chr13_34050000	38.43636364	chr13
chr13_34100000	38.34	chr13
chr13_34150000	38.10545455	chr13
chr13_34200000	37.38181818	chr13
chr13_34250000	37.66181818	chr13
chr13_34300000	39.27818182	chr13
chr13_34350000	39.26	chr13
chr13_34400000	38.09454545	chr13
chr13_34450000	40.45090909	chr13
chr13_34500000	39.88727273	chr13
chr13_34550000	39.99818182	chr13
chr13_34600000	40.03636364	chr13
chr13_34650000	38.59818182	chr13
chr13_34700000	37.72545455	chr13
chr13_34750000	40.21636364	chr13
chr13_34800000	39.06363636	chr13
chr13_34850000	38.28727273	chr13
chr13_34900000	38.06545455	chr13
chr13_34950000	36.48545455	chr13
chr13_35000000	34.56727273	chr13
chr13_35050000	33.10181818	chr13
chr13_35100000	33.61272727	chr13
chr13_35150000	33.08	chr13
chr13_35200000	33.54181818	chr13
chr13_35250000	35.16363636	chr13
chr13_35300000	34.54909091	chr13
chr13_35350000	34.15454545	chr13
chr13_35400000	35.53636364	chr13
chr13_35450000	35.90727273	chr13
chr13_35500000	36.73636364	chr13
chr13_35550000	35.26545455	chr13
chr13_35600000	36.57090909	chr13
chr13_35650000	42.60545455	chr13
chr13_35700000	44.09272727	chr13
chr13_35750000	40.59090909	chr13
chr13_35800000	40.03636364	chr13
chr13_35850000	39.82	chr13
chr13_35900000	42.45272727	chr13
chr13_35950000	41.80363636	chr13
chr13_36000000	37.92727273	chr13
chr13_36050000	38.65636364	chr13
chr13_36100000	38.18363636	chr13
chr13_36150000	38.74909091	chr13
chr13_36200000	37.64181818	chr13
chr13_36250000	39.18181818	chr13
chr13_36300000	39.39272727	chr13
chr13_36350000	40.14727273	chr13
chr13_36400000	39.77272727	chr13
chr13_36450000	38.56363636	chr13
chr13_36500000	38.78545455	chr13
chr13_36550000	38.30909091	chr13
chr13_36600000	39.93272727	chr13
chr13_36650000	39.24545455	chr13
chr13_36700000	40.43272727	chr13
chr13_36750000	39.82181818	chr13
chr13_36800000	40.08909091	chr13
chr13_36850000	41.08181818	chr13
chr13_36900000	40.14363636	chr13
chr13_36950000	39.50727273	chr13
chr13_37000000	36.01090909	chr13
chr13_37050000	40.14727273	chr13
chr13_37100000	38.44727273	chr13
chr13_37150000	37.56363636	chr13
chr13_37200000	36.25272727	chr13
chr13_37250000	39.02363636	chr13
chr13_37300000	36.83636364	chr13
chr13_37350000	37.63454545	chr13
chr13_37400000	36.92909091	chr13
chr13_37450000	37.08727273	chr13
chr13_37500000	36.37636364	chr13
chr13_37550000	35.05272727	chr13
chr13_37600000	35.99272727	chr13
chr13_37650000	36.18545455	chr13
chr13_37700000	34.86727273	chr13
chr13_37750000	33.86	chr13
chr13_37800000	35.54363636	chr13
